University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI0881,East,Undergraduate,26749.69,1534.53,31743.45,64.73,99.09,1.87,0.33,73.81,63.24,49.22,64.38,10.66,98.48,Optimal
UNI0882,Central,Undergraduate,21079.63,1986.78,43731.12,42.59,98.99,2.02,0.62,64.87,82.8,60.11,72.05,2.97,99.7,Optimal
UNI0883,Central,Vocational,26756.88,1125.92,94673.61,59.45,98.31,0.77,0.56,51.0,59.69,80.83,56.53,4.9,98.03,Optimal
UNI0884,Central,Vocational,10427.58,2276.19,301855.21,45.89,100.0,5.5,0.95,71.24,72.88,88.88,95.26,15.1,100.0,Optimal
UNI0885,Central,Vocational,18628.78,458.65,156728.3,54.0,98.77,3.89,0.32,33.22,85.61,100.0,91.64,11.55,99.74,Optimal
UNI0886,East,Vocational,19342.22,227.24,10000.0,48.11,95.73,4.16,0.59,24.59,79.62,77.09,80.6,10.42,98.68,Optimal
UNI0887,West,Vocational,11908.04,994.26,163621.84,63.44,100.0,1.19,0.19,41.26,53.87,58.34,40.25,7.08,99.88,Optimal
UNI0888,East,Undergraduate,8400.41,2333.03,279678.08,43.76,95.57,3.16,0.46,57.15,100.0,64.59,84.78,13.75,97.92,Optimal
UNI0889,West,Vocational,3000.0,226.69,29516.74,23.21,98.06,4.97,0.37,30.64,54.15,28.33,51.21,7.88,96.26,Suboptimal
UNI0890,Central,Vocational,13919.74,200.0,54989.54,43.54,96.82,2.34,0.16,54.21,64.16,39.71,85.64,18.42,99.73,Suboptimal
UNI0891,East,Vocational,3000.0,200.0,10000.0,57.14,97.68,0.5,0.05,5.0,59.65,58.14,39.52,1.0,94.71,Suboptimal
UNI0892,Central,Undergraduate,14085.97,2959.55,248770.05,65.65,98.64,3.63,1.01,114.02,40.62,53.85,82.0,8.89,100.0,Suboptimal
UNI0893,East,Vocational,21801.35,200.0,256405.48,47.53,100.0,3.62,0.81,42.19,93.69,70.61,82.47,13.73,98.92,Optimal
UNI0894,West,Vocational,22708.73,2764.4,298972.75,48.77,99.85,4.64,1.23,88.07,63.71,76.72,72.6,17.88,100.0,Optimal
UNI0895,Central,Vocational,27312.71,1663.5,175030.68,51.72,99.25,3.5,0.83,83.07,91.67,72.91,93.53,18.08,100.0,Optimal
UNI0896,East,Undergraduate,22411.65,2180.93,267365.65,56.73,98.09,2.8,0.77,101.63,99.53,77.41,94.45,11.59,97.71,Optimal
UNI0897,East,Undergraduate,39573.5,3552.77,187368.63,49.29,98.54,4.07,0.77,127.51,69.21,81.92,84.93,16.21,98.84,Optimal
UNI0898,West,Vocational,13570.36,1530.23,72547.66,34.99,94.5,1.04,0.19,5.0,56.43,44.99,51.81,5.71,98.22,Suboptimal
UNI0899,East,Vocational,6272.24,2033.18,46906.61,62.35,97.63,1.95,0.76,53.59,59.04,73.23,73.53,8.89,97.52,Suboptimal
UNI0900,West,Undergraduate,25499.82,2185.7,277811.23,58.97,100.0,5.48,0.92,67.34,88.21,61.58,81.12,16.14,98.63,Optimal
UNI0901,West,Undergraduate,3000.0,200.0,395796.31,11.84,92.25,1.73,0.54,50.01,58.49,70.83,75.82,16.54,95.52,Suboptimal
UNI0902,Central,Undergraduate,29055.98,845.91,207116.42,100.53,100.0,3.63,0.54,72.48,73.16,50.17,77.48,15.16,99.26,Optimal
UNI0903,East,Vocational,6509.92,2411.66,474240.3,74.97,99.19,3.7,0.79,49.61,62.34,58.81,68.22,11.59,99.08,Optimal
UNI0904,Central,Vocational,8257.29,2130.54,155332.71,49.06,100.0,3.03,0.34,21.42,62.55,64.42,68.44,14.68,99.46,Suboptimal
UNI0905,West,Undergraduate,36962.95,2598.52,292359.67,90.76,99.33,5.73,0.9,103.99,61.88,71.77,58.84,15.86,100.0,Optimal
UNI0906,East,Undergraduate,17322.48,1532.47,99897.13,46.78,98.05,2.51,0.91,81.88,72.08,75.31,49.74,21.09,98.13,Optimal
UNI0907,East,Vocational,6536.21,1110.67,395781.78,58.71,100.0,5.08,0.37,45.65,73.16,67.39,76.59,16.43,99.33,Optimal
UNI0908,East,Vocational,3000.0,200.0,82258.09,33.77,97.51,2.94,0.84,21.86,50.26,86.38,31.9,11.25,97.89,Suboptimal
UNI0909,East,Undergraduate,43938.77,3282.98,211861.42,51.71,98.96,3.87,0.87,67.26,67.83,72.54,78.85,3.9,98.04,Optimal
UNI0910,Central,Vocational,14085.36,1233.34,84036.88,76.64,98.51,2.32,0.4,22.86,58.96,59.49,76.67,7.83,97.69,Suboptimal
UNI0911,Central,Undergraduate,16727.79,2360.7,320538.55,41.18,98.43,5.45,0.78,78.99,91.84,64.89,70.47,10.41,100.0,Optimal
UNI0912,Central,Vocational,22932.35,3466.35,146470.58,62.04,99.66,3.4,0.45,59.16,83.93,86.82,98.56,20.94,100.0,Optimal
UNI0913,East,Undergraduate,38929.74,835.81,237556.38,62.24,100.0,1.93,0.47,93.88,95.19,84.06,76.77,9.61,98.19,Optimal
UNI0914,East,Vocational,16793.02,1750.11,310536.52,52.53,99.24,4.63,0.6,25.71,35.11,34.95,68.09,12.01,100.0,Suboptimal
UNI0915,East,Vocational,3000.0,1249.64,119645.23,59.37,100.0,3.72,0.73,68.78,81.72,81.88,51.67,14.76,98.89,Optimal
UNI0916,West,Vocational,42519.79,893.98,160937.68,63.7,100.0,4.0,0.28,65.88,80.0,46.94,42.81,14.06,100.0,Optimal
UNI0917,Central,Undergraduate,6853.89,1500.87,125667.64,55.75,99.78,0.5,0.38,29.45,79.59,84.34,79.5,13.7,98.58,Optimal
UNI0918,East,Vocational,11032.78,1812.02,66928.22,52.47,100.0,2.79,0.23,71.42,52.53,71.79,68.44,6.5,98.65,Optimal
UNI0919,West,Undergraduate,13010.1,1841.86,320897.28,55.68,98.17,4.81,0.33,61.86,70.7,71.45,87.42,7.62,98.09,Optimal
UNI0920,East,Vocational,12322.31,754.55,10000.0,54.44,100.0,3.05,0.21,56.97,76.74,23.73,65.18,13.57,99.9,Optimal
UNI0921,East,Undergraduate,20947.44,2169.57,27551.77,35.87,96.24,4.67,1.1,75.35,53.97,37.76,77.19,11.36,99.38,Suboptimal
UNI0922,East,Vocational,3000.0,200.0,63218.13,64.31,94.64,1.32,0.45,39.42,64.89,57.05,67.89,2.49,96.7,Optimal
UNI0923,West,Vocational,3290.48,1115.0,34970.88,38.84,99.63,2.83,0.51,64.38,71.77,23.11,67.0,12.21,97.76,Suboptimal
UNI0924,Central,Vocational,14164.93,966.64,10000.0,38.08,96.88,2.62,0.42,32.35,62.56,70.37,75.86,26.51,99.01,Optimal
UNI0925,Central,Vocational,6652.35,2083.38,22716.44,39.53,99.11,4.36,0.82,81.4,75.81,89.54,64.47,13.95,98.53,Optimal
UNI0926,East,Vocational,3000.0,882.91,276783.48,32.5,96.68,5.22,0.74,45.38,65.37,76.5,44.56,17.89,98.15,Suboptimal
UNI0927,East,Undergraduate,25953.24,1592.91,223156.23,75.65,97.89,4.53,0.63,46.84,92.86,58.03,63.7,1.0,98.8,Optimal
UNI0928,Central,Vocational,10280.66,1367.25,29113.9,45.09,97.71,3.09,0.7,24.17,76.38,72.75,82.59,11.25,100.0,Optimal
UNI0929,East,Vocational,3000.0,1588.91,285061.47,44.2,98.44,3.6,0.42,31.87,41.38,52.4,48.91,11.94,99.71,Suboptimal
UNI0930,West,Vocational,3000.0,1435.26,112389.93,20.91,96.82,0.97,0.43,5.0,65.55,43.68,81.65,12.78,97.74,Suboptimal
UNI0931,West,Undergraduate,29527.39,1946.12,340263.74,81.95,99.01,2.38,0.67,69.99,64.82,87.71,69.2,11.81,100.0,Optimal
UNI0932,East,Vocational,23683.17,2589.96,48844.91,68.97,98.99,2.03,0.44,69.12,52.22,97.13,72.71,15.1,99.43,Optimal
UNI0933,Central,Vocational,5512.92,1005.1,18072.64,46.87,100.0,2.02,0.59,66.62,52.39,74.97,74.14,16.44,98.89,Suboptimal
UNI0934,West,Vocational,3000.0,472.77,109284.71,45.16,99.1,1.42,0.05,60.81,60.1,44.41,52.13,18.24,97.09,Suboptimal
UNI0935,Central,Undergraduate,27983.76,3424.96,314002.22,74.27,99.04,4.12,0.73,102.23,93.91,80.51,70.17,17.48,97.69,Optimal
UNI0936,Central,Undergraduate,9575.32,2821.25,353885.19,31.8,98.64,2.27,0.59,61.77,88.47,87.84,41.2,9.97,97.49,Suboptimal
UNI0937,West,Undergraduate,24614.66,2267.4,113010.36,79.45,98.65,4.1,0.68,74.65,50.53,79.37,81.21,9.35,98.71,Optimal
UNI0938,East,Undergraduate,44969.7,2130.94,398170.71,83.4,100.0,4.63,0.79,111.52,77.96,100.0,88.27,16.14,100.0,Optimal
UNI0939,West,Vocational,7934.93,200.0,22482.26,31.25,97.8,0.5,0.21,13.94,52.11,35.51,55.31,6.96,99.05,Suboptimal
UNI0940,East,Undergraduate,6935.75,1323.49,283570.45,33.31,98.42,4.95,0.36,65.44,22.49,60.07,88.16,7.59,97.87,Suboptimal
UNI0941,Central,Undergraduate,28297.78,4018.93,256864.89,74.68,98.14,2.92,1.23,69.78,89.23,96.64,81.16,16.52,98.41,Optimal
UNI0942,West,Undergraduate,16535.7,2491.62,248868.52,52.59,98.63,4.55,0.71,56.27,82.68,80.69,66.16,5.93,97.6,Optimal
UNI0943,Central,Vocational,3000.0,200.0,10000.0,37.79,100.0,0.5,0.2,44.02,47.58,52.95,42.03,10.19,99.38,Suboptimal
UNI0944,Central,Vocational,19036.48,533.71,110534.96,52.11,99.58,3.33,0.74,10.7,40.21,77.25,76.05,10.64,100.0,Optimal
UNI0945,Central,Vocational,23542.49,669.95,28256.83,44.59,99.96,2.02,0.8,5.0,68.97,48.14,100.0,12.71,100.0,Suboptimal
UNI0946,East,Vocational,14594.86,1414.03,128585.4,55.84,98.94,3.48,0.82,77.87,79.95,88.98,100.0,17.3,100.0,Suboptimal
UNI0947,East,Vocational,12150.34,1431.85,143124.81,44.4,99.41,5.88,0.42,45.33,87.35,78.36,94.02,9.55,98.23,Optimal
UNI0948,East,Vocational,22678.51,1719.8,29656.68,38.43,95.41,2.38,0.96,47.21,73.01,84.75,68.52,11.35,99.14,Suboptimal
UNI0949,Central,Undergraduate,29490.78,1416.97,157076.41,83.68,100.0,2.41,0.8,106.15,92.22,100.0,100.0,18.15,97.78,Optimal
UNI0950,East,Undergraduate,19423.51,2432.18,10000.0,53.13,98.44,2.0,0.05,13.69,69.57,50.54,70.36,13.49,98.81,Optimal
UNI0951,East,Vocational,7174.02,200.0,243107.79,47.36,96.51,2.06,0.43,5.0,68.96,83.39,46.94,8.39,98.91,Suboptimal
UNI0952,West,Undergraduate,20932.57,697.25,134738.04,100.2,100.0,3.28,0.5,58.45,63.79,84.51,73.5,14.89,97.57,Optimal
UNI0953,East,Vocational,23054.37,2489.92,151119.66,55.26,98.37,2.21,0.54,32.27,62.96,64.97,78.37,12.72,99.78,Optimal
UNI0954,East,Undergraduate,24286.07,3289.57,71865.62,60.51,99.42,2.83,0.41,76.13,46.76,44.52,59.64,5.19,98.21,Suboptimal
UNI0955,East,Vocational,13624.24,1347.74,290466.7,47.28,99.85,2.8,0.64,65.28,83.6,72.62,77.4,12.78,99.39,Optimal
UNI0956,East,Undergraduate,26682.55,3448.62,372420.15,62.28,100.0,6.03,0.76,106.65,85.43,88.93,96.87,19.11,99.25,Optimal
UNI0957,Central,Vocational,3000.0,1152.77,31917.52,16.49,96.55,2.49,0.36,38.12,8.46,61.24,69.39,10.97,99.47,Suboptimal
UNI0958,East,Undergraduate,33629.21,3481.51,341572.83,73.16,98.84,4.25,1.1,127.42,80.02,56.87,83.46,4.34,98.83,Suboptimal
UNI0959,East,Vocational,15982.2,200.0,188295.68,28.9,100.0,3.25,0.4,56.65,83.68,73.34,68.26,12.62,97.28,Optimal
UNI0960,West,Undergraduate,21342.71,200.0,10000.0,64.61,97.57,2.76,0.39,52.56,51.37,50.31,56.81,9.22,97.77,Suboptimal
UNI0961,West,Undergraduate,19984.65,1150.5,105098.75,53.64,94.57,3.79,0.74,77.46,65.08,69.95,42.2,1.0,98.48,Suboptimal
UNI0962,Central,Undergraduate,14338.39,3441.72,203130.27,53.99,97.98,2.92,0.42,39.05,78.3,100.0,81.23,10.95,99.02,Suboptimal
UNI0963,West,Vocational,3000.0,2444.51,83960.39,34.62,100.0,2.91,0.34,63.32,27.43,40.08,54.28,10.91,99.23,Suboptimal
UNI0964,West,Undergraduate,9602.92,1499.81,417997.57,70.12,99.54,3.47,0.23,62.27,99.08,64.71,70.82,17.43,99.23,Suboptimal
UNI0965,East,Undergraduate,13325.11,1190.1,168799.34,66.1,97.23,2.17,0.4,43.38,61.44,72.97,40.06,2.0,99.13,Suboptimal
UNI0966,Central,Vocational,3000.0,913.23,154566.38,30.49,96.73,3.55,0.43,24.99,76.53,72.66,54.46,17.62,98.31,Suboptimal
UNI0967,Central,Undergraduate,25369.74,2434.33,399583.46,48.27,99.98,3.58,0.78,93.28,70.7,52.98,87.82,5.65,100.0,Optimal
UNI0968,East,Undergraduate,32699.22,3179.03,366165.01,76.19,97.16,3.22,0.63,72.77,67.84,79.48,52.69,18.13,100.0,Optimal
UNI0969,East,Undergraduate,32477.67,800.6,240241.21,64.25,99.78,3.27,0.97,97.97,67.82,49.32,65.69,8.64,100.0,Optimal
UNI0970,East,Undergraduate,30854.62,5142.15,172592.57,35.98,99.05,4.33,0.84,105.87,53.91,66.08,60.75,7.69,99.68,Optimal
UNI0971,Central,Vocational,3100.87,1611.77,135241.98,46.43,100.0,1.96,0.09,34.95,93.78,47.66,58.35,13.3,98.7,Suboptimal
UNI0972,West,Vocational,7381.12,1264.86,309638.17,54.45,97.23,4.46,0.65,34.82,79.05,73.47,69.43,6.71,97.78,Suboptimal
UNI0973,West,Undergraduate,19106.52,945.8,200967.25,47.9,100.0,2.36,0.73,55.25,78.06,57.46,72.99,13.58,98.94,Optimal
UNI0974,East,Vocational,18122.6,1018.38,122250.33,47.7,97.15,2.23,0.05,5.0,62.46,72.94,73.66,9.88,99.9,Suboptimal
UNI0975,East,Undergraduate,16049.0,1881.05,400531.57,40.79,92.49,1.71,0.92,46.45,63.99,65.82,62.42,1.0,96.57,Suboptimal
UNI0976,Central,Vocational,11600.32,977.3,165899.89,52.24,99.4,2.82,0.32,16.39,79.15,50.62,54.22,6.56,100.0,Optimal
UNI0977,Central,Undergraduate,3000.0,2919.11,173936.46,56.18,97.84,5.76,0.4,83.53,83.51,74.77,91.01,13.35,97.2,Optimal
UNI0978,West,Undergraduate,16896.3,1811.31,202587.03,56.18,100.0,3.1,0.61,41.1,56.3,38.6,62.38,13.57,98.95,Suboptimal
UNI0979,West,Vocational,17082.51,1125.05,206397.42,28.64,99.03,2.08,0.62,38.24,71.57,100.0,91.8,18.99,99.02,Optimal
UNI0980,West,Vocational,3000.0,1347.94,44367.84,26.05,98.61,1.68,0.36,58.89,37.99,58.36,57.05,14.21,98.08,Suboptimal
UNI0981,West,Undergraduate,24678.23,2556.31,394413.18,56.43,96.96,3.83,0.77,101.66,72.3,56.75,79.92,7.65,98.41,Optimal
UNI0982,West,Vocational,11906.05,876.65,45241.7,25.89,97.53,4.08,0.87,6.87,64.61,56.56,37.01,14.87,97.0,Suboptimal
UNI0983,Central,Undergraduate,12672.56,2896.47,220050.6,54.97,97.29,1.6,0.6,51.26,83.44,59.54,83.75,13.23,99.36,Optimal
UNI0984,East,Vocational,3023.69,200.0,10000.0,50.27,97.43,1.79,0.94,38.46,76.94,71.98,58.4,2.34,98.64,Suboptimal
UNI0985,East,Vocational,26592.32,200.0,73461.45,41.19,96.15,0.58,0.69,47.88,64.97,44.69,49.87,15.36,99.0,Suboptimal
UNI0986,East,Vocational,30161.71,1684.03,200436.85,57.03,98.43,3.49,0.7,46.36,59.06,48.55,48.65,10.61,100.0,Optimal
UNI0987,East,Undergraduate,24120.32,1803.16,99545.84,74.03,99.1,4.27,0.78,69.43,60.16,70.47,75.21,12.06,99.43,Optimal
UNI0988,East,Vocational,14441.4,217.05,10000.0,38.49,95.64,0.5,0.27,30.59,64.39,66.21,50.89,4.23,99.6,Suboptimal
UNI0989,West,Undergraduate,27081.02,4191.08,240469.79,62.29,97.78,4.67,1.02,63.68,92.74,100.0,95.07,13.63,100.0,Optimal
UNI0990,East,Undergraduate,24256.46,1910.33,173807.86,56.3,98.51,3.79,0.74,81.03,88.19,98.23,64.75,16.8,98.86,Optimal
UNI0991,West,Vocational,9588.98,310.32,109913.44,65.34,98.9,4.2,0.61,82.66,90.85,68.69,85.81,14.51,97.27,Optimal
UNI0992,West,Undergraduate,26189.8,2559.24,421476.19,84.37,99.24,5.12,0.55,85.06,50.17,73.94,55.17,10.26,100.0,Optimal
UNI0993,Central,Undergraduate,38609.46,2326.9,346147.48,61.64,95.99,2.72,0.99,48.13,53.32,78.78,60.77,10.13,98.22,Optimal
UNI0994,Central,Vocational,12590.98,402.16,71270.78,39.34,100.0,2.39,0.53,53.7,100.0,82.7,74.39,15.12,100.0,Optimal
UNI0995,East,Vocational,4586.97,2744.11,137690.24,58.94,96.55,4.23,0.55,80.48,100.0,100.0,100.0,22.13,98.63,Optimal
UNI0996,Central,Undergraduate,8511.74,2738.45,247647.07,30.86,96.84,4.78,0.76,93.86,78.28,67.42,82.84,19.79,99.8,Optimal
UNI0997,East,Vocational,11430.32,712.56,10000.0,46.3,96.47,0.5,0.67,9.77,92.16,97.19,67.52,16.0,99.82,Suboptimal
UNI0998,West,Undergraduate,21342.18,1911.3,301523.62,64.56,100.0,4.32,1.07,64.77,75.15,70.05,76.63,14.88,100.0,Optimal
UNI0999,East,Vocational,13701.65,871.65,186152.5,61.28,99.19,3.41,0.39,55.5,62.26,60.09,76.19,7.65,98.91,Optimal
UNI1000,East,Vocational,8674.3,1389.04,303012.05,76.64,99.59,5.81,0.97,85.33,70.44,84.53,93.07,6.8,98.84,Optimal
UNI1001,Central,Undergraduate,30125.94,1690.86,245516.01,50.84,98.58,3.39,0.59,44.3,61.42,33.39,69.67,1.0,99.27,Suboptimal
UNI1002,Central,Undergraduate,18541.84,2932.73,383727.59,66.06,99.84,4.22,0.81,78.02,58.09,54.53,67.23,7.06,99.29,Optimal
UNI1003,Central,Undergraduate,23821.97,1919.25,186068.93,52.59,97.23,3.27,0.28,26.92,47.69,55.01,92.79,13.45,99.1,Optimal
UNI1004,Central,Vocational,6014.42,1861.44,101165.34,36.37,98.44,4.74,0.05,33.01,77.19,66.62,80.6,10.01,96.94,Suboptimal
UNI1005,East,Undergraduate,35540.76,1928.78,324477.91,66.28,98.16,3.32,0.5,70.36,62.2,64.76,76.11,8.62,98.83,Optimal
UNI1006,Central,Vocational,10351.26,2168.37,184526.45,36.94,98.77,1.38,0.61,51.4,73.54,82.68,64.2,6.17,95.13,Suboptimal
UNI1007,East,Undergraduate,26449.06,2383.33,141678.99,43.27,97.52,1.4,0.52,23.08,63.5,48.59,75.19,4.67,97.15,Suboptimal
UNI1008,East,Vocational,12693.03,737.9,88837.74,51.74,97.06,3.23,0.53,59.18,27.0,26.27,15.63,2.61,98.49,Suboptimal
UNI1009,East,Vocational,26233.86,1068.82,16692.6,70.61,96.41,2.65,0.62,27.48,67.98,43.59,74.86,9.93,98.6,Suboptimal
UNI1010,East,Undergraduate,22432.93,2071.2,88961.5,63.73,98.77,4.01,0.71,111.68,76.96,72.63,53.29,8.13,98.98,Optimal
UNI1011,East,Undergraduate,34707.03,1473.75,393345.3,75.43,98.68,4.38,0.84,113.03,97.19,70.24,57.29,6.8,100.0,Optimal
UNI1012,Central,Undergraduate,29046.99,1391.49,66221.4,40.67,98.5,3.42,0.07,83.38,65.99,68.59,50.02,6.98,99.85,Optimal
UNI1013,East,Vocational,30213.6,2044.37,186737.49,84.37,100.0,3.91,0.27,94.87,62.01,67.56,52.09,9.9,100.0,Optimal
UNI1014,East,Vocational,17542.06,1298.14,10000.0,54.61,98.08,3.88,0.25,31.72,78.51,70.1,68.08,14.3,99.48,Suboptimal
UNI1015,Central,Vocational,9865.8,894.22,25446.26,47.85,96.77,1.72,0.62,44.21,86.31,57.76,84.08,4.01,98.88,Suboptimal
UNI1016,East,Vocational,3000.0,200.0,10000.0,28.95,98.17,0.5,0.07,5.0,60.92,25.27,67.6,1.55,97.61,Suboptimal
UNI1017,Central,Undergraduate,31926.46,200.0,280622.35,64.17,98.42,1.83,0.38,57.69,72.84,41.9,96.15,10.14,100.0,Optimal
UNI1018,West,Vocational,19046.34,1730.54,10000.0,50.61,100.0,0.89,0.23,46.3,80.18,72.31,82.13,17.35,99.02,Optimal
UNI1019,East,Vocational,3000.0,200.0,10000.0,42.58,96.96,0.5,0.05,28.29,62.36,55.69,50.53,6.53,97.86,Suboptimal
UNI1020,West,Vocational,15394.17,1556.04,243765.56,79.88,100.0,6.09,0.96,57.04,72.56,72.17,84.82,16.94,100.0,Optimal
UNI1021,East,Vocational,11462.24,776.87,112150.29,58.75,99.85,0.83,0.6,24.7,49.29,63.26,58.62,5.22,99.86,Suboptimal
UNI1022,East,Vocational,24062.07,2151.37,195876.06,77.06,100.0,3.78,0.77,47.66,55.16,55.91,65.16,16.24,98.85,Optimal
UNI1023,Central,Vocational,3000.0,444.84,10000.0,48.65,98.99,2.19,0.05,5.0,58.59,97.48,60.18,19.23,98.47,Optimal
UNI1024,West,Vocational,13517.67,200.0,10000.0,37.74,99.31,2.53,0.29,5.0,58.73,37.92,59.26,8.33,98.38,Suboptimal
UNI1025,West,Vocational,15231.52,1828.76,328233.75,24.47,95.89,3.19,0.36,53.2,100.0,61.37,39.77,11.02,98.52,Suboptimal
UNI1026,East,Vocational,15065.99,1966.43,208698.97,58.52,100.0,6.08,0.74,79.73,68.58,80.67,85.67,14.56,100.0,Optimal
UNI1027,West,Undergraduate,38475.63,1549.64,231526.19,84.39,100.0,5.49,0.92,87.25,72.72,66.43,77.22,9.27,97.75,Optimal
UNI1028,East,Undergraduate,12400.19,2326.02,117763.49,49.29,98.99,3.89,0.68,77.34,54.57,41.04,74.37,3.95,98.53,Suboptimal
UNI1029,East,Vocational,33569.11,471.94,22321.52,62.71,100.0,3.61,0.62,64.08,88.77,87.38,59.15,15.3,99.37,Optimal
UNI1030,East,Vocational,19329.73,200.0,164579.4,56.16,100.0,4.72,0.31,46.68,81.03,50.9,68.65,6.71,98.78,Optimal
UNI1031,West,Undergraduate,5868.23,3278.29,263629.66,66.51,99.83,3.44,0.82,81.67,53.37,83.29,56.45,10.72,98.64,Suboptimal
UNI1032,East,Vocational,26257.25,667.78,135601.88,45.67,98.35,2.47,0.08,14.8,47.51,61.09,61.96,12.36,98.27,Suboptimal
UNI1033,West,Undergraduate,34840.46,2514.29,256542.21,56.17,98.17,2.76,0.61,27.99,65.04,60.71,72.7,4.17,100.0,Optimal
UNI1034,Central,Vocational,19822.05,2068.33,73705.18,70.89,100.0,4.76,0.83,31.82,46.8,31.15,73.24,9.57,100.0,Optimal
UNI1035,Central,Vocational,8810.43,1370.55,188324.17,43.16,100.0,0.74,0.72,44.4,44.91,23.72,53.34,4.5,98.57,Suboptimal
UNI1036,Central,Undergraduate,10924.44,1100.08,175329.1,35.32,95.86,6.07,0.62,69.17,68.87,59.4,59.62,16.83,97.07,Suboptimal
UNI1037,West,Vocational,26385.98,200.0,10000.0,62.84,99.55,2.87,0.22,5.0,52.02,83.06,90.73,14.81,97.73,Optimal
UNI1038,East,Undergraduate,18199.26,3296.25,340871.66,73.0,98.95,5.36,0.71,83.6,82.25,57.45,60.49,12.09,99.06,Optimal
UNI1039,East,Vocational,11306.99,340.71,290658.91,82.63,97.67,0.77,0.53,55.79,87.04,69.88,59.23,17.54,99.48,Optimal
UNI1040,Central,Vocational,17436.63,1618.47,39221.74,62.18,99.98,2.28,0.37,58.57,74.27,78.74,53.3,12.79,100.0,Optimal
UNI1041,East,Undergraduate,12183.04,1311.17,273926.47,68.62,100.0,5.7,0.23,79.28,66.51,100.0,83.04,15.6,97.44,Optimal
UNI1042,East,Vocational,3642.11,673.92,68311.29,48.18,97.84,2.28,0.15,31.28,62.09,49.81,73.76,8.67,98.74,Suboptimal
UNI1043,East,Undergraduate,24723.17,3199.82,268729.26,47.28,96.31,1.38,0.58,57.42,50.61,69.72,41.76,1.29,98.14,Suboptimal
UNI1044,East,Undergraduate,23206.75,2588.72,324824.77,59.59,100.0,3.66,0.57,82.27,76.47,65.2,87.06,13.76,98.37,Optimal
UNI1045,East,Undergraduate,20531.18,1275.8,260482.81,52.54,98.04,5.24,0.94,84.71,68.92,57.71,77.64,12.22,97.01,Optimal
UNI1046,East,Vocational,20173.59,1766.28,208632.81,46.3,100.0,3.75,0.71,42.76,55.98,64.97,49.3,11.65,100.0,Suboptimal
UNI1047,West,Undergraduate,15457.8,2954.54,282830.25,47.43,95.88,2.58,0.37,78.77,87.96,80.71,96.0,16.18,98.67,Optimal
UNI1048,East,Undergraduate,16846.14,3393.49,287280.27,64.75,98.4,3.58,0.05,65.44,55.11,62.18,60.15,8.44,99.05,Optimal
UNI1049,West,Vocational,3000.0,200.0,10000.0,13.49,97.07,0.5,0.18,5.0,27.59,5.0,22.22,4.35,97.79,Suboptimal
UNI1050,West,Vocational,11029.43,200.0,143450.28,36.5,100.0,3.98,0.56,41.48,57.97,52.74,71.97,5.35,100.0,Suboptimal
UNI1051,East,Undergraduate,21507.22,2151.01,140492.05,70.69,100.0,3.3,0.49,57.93,75.57,61.22,90.47,7.35,97.29,Optimal
UNI1052,Central,Vocational,14868.92,2557.29,10000.0,54.33,99.04,3.3,0.86,8.68,69.4,51.52,54.7,14.66,99.87,Suboptimal
UNI1053,Central,Vocational,19238.49,769.92,57887.14,51.12,99.29,2.42,0.57,61.56,47.29,26.58,60.21,10.84,100.0,Suboptimal
UNI1054,Central,Vocational,18546.07,1651.26,87024.04,59.36,96.81,2.36,0.47,23.35,56.8,39.33,57.5,8.06,100.0,Suboptimal
UNI1055,East,Vocational,4477.67,453.06,98200.94,50.09,96.45,3.17,0.56,61.59,50.97,47.66,62.94,4.38,97.12,Suboptimal
UNI1056,East,Undergraduate,13927.28,2503.04,295990.15,50.33,98.02,3.4,0.87,76.14,44.18,46.71,56.84,7.56,99.18,Suboptimal
UNI1057,East,Vocational,7526.18,200.0,10000.0,55.73,98.52,1.77,0.05,33.19,52.26,34.16,65.29,12.0,97.18,Suboptimal
UNI1058,Central,Undergraduate,35744.33,1238.9,189444.91,62.85,100.0,2.77,0.4,79.78,56.82,61.83,81.81,5.32,98.21,Optimal
UNI1059,West,Undergraduate,14239.95,2352.43,450713.2,56.79,100.0,5.74,0.66,97.64,47.12,47.24,74.27,6.5,100.0,Suboptimal
UNI1060,Central,Vocational,14859.48,1497.92,291720.3,52.25,98.89,3.47,0.45,49.88,35.78,29.38,37.79,8.64,100.0,Suboptimal
UNI1061,Central,Undergraduate,23258.9,2031.66,401967.47,62.54,99.31,6.0,0.9,70.79,83.97,61.92,49.81,18.47,97.37,Optimal
UNI1062,West,Vocational,7117.52,200.0,31409.45,35.21,99.14,2.89,0.27,23.06,81.01,44.19,39.85,10.72,97.38,Suboptimal
UNI1063,Central,Undergraduate,25485.31,2510.14,206814.05,48.65,100.0,3.99,0.67,37.26,84.11,70.43,59.56,10.32,100.0,Optimal
UNI1064,East,Undergraduate,39925.48,1693.27,10000.0,81.99,100.0,3.16,0.46,53.79,68.09,60.38,66.97,11.81,100.0,Optimal
UNI1065,West,Vocational,11520.42,1592.87,209500.71,47.85,97.95,2.96,1.03,31.55,39.02,36.08,60.41,7.39,98.64,Suboptimal
